AUN,School Number,County,District Name,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
126515001,000006527,PHILADELPHIA,PHILADELPHIA CITY SD,GEORGE WASHINGTON HS,Algebra I,All Students,11,288,6.9,18.8,40.6,33.7
126515001,000006527,PHILADELPHIA,PHILADELPHIA CITY SD,GEORGE WASHINGTON HS,Algebra I,Historically Underperforming,11,279,6.8,19.0,40.1,34.1
126515001,000006527,PHILADELPHIA,PHILADELPHIA CITY SD,GEORGE WASHINGTON HS,Biology,All Students,11,268,2.6,15.3,29.9,52.2
126515001,000006527,PHILADELPHIA,PHILADELPHIA CITY SD,GEORGE WASHINGTON HS,Biology,Historically Underperforming,11,261,2.7,15.3,30.3,51.7
126515001,000006527,PHILADELPHIA,PHILADELPHIA CITY SD,GEORGE WASHINGTON HS,Literature,All Students,11,232,0.9,36.6,34.9,27.6
126515001,000006527,PHILADELPHIA,PHILADELPHIA CITY SD,GEORGE WASHINGTON HS,Literature,Historically Underperforming,11,224,0.9,37.5,35.3,26.3
126515001,000007664,PHILADELPHIA,PHILADELPHIA CITY SD,GIRARD ACAD MUSIC PROG,Algebra I,All Students,11,63,25.4,57.1,15.9,1.6
126515001,000007664,PHILADELPHIA,PHILADELPHIA CITY SD,GIRARD ACAD MUSIC PROG,Algebra I,Historically Underperforming,11,63,25.4,57.1,15.9,1.6
126515001,000007664,PHILADELPHIA,PHILADELPHIA CITY SD,GIRARD ACAD MUSIC PROG,Biology,All Students,11,64,39.1,42.2,14.1,4.7
126515001,000007664,PHILADELPHIA,PHILADELPHIA CITY SD,GIRARD ACAD MUSIC PROG,Biology,Historically Underperforming,11,64,39.1,42.2,14.1,4.7
126515001,000007664,PHILADELPHIA,PHILADELPHIA CITY SD,GIRARD ACAD MUSIC PROG,Literature,All Students,11,64,6.3,85.9,7.8,0.0
126515001,000007664,PHILADELPHIA,PHILADELPHIA CITY SD,GIRARD ACAD MUSIC PROG,Literature,Historically Underperforming,11,64,6.3,85.9,7.8,0.0
126515001,000003843,PHILADELPHIA,PHILADELPHIA CITY SD,GIRLS HS,Algebra I,All Students,11,263,19.0,60.5,20.5,0.0
126515001,000003843,PHILADELPHIA,PHILADELPHIA CITY SD,GIRLS HS,Algebra I,Historically Underperforming,11,262,18.7,60.7,20.6,0.0
126515001,000003843,PHILADELPHIA,PHILADELPHIA CITY SD,GIRLS HS,Biology,All Students,11,262,11.5,68.3,18.7,1.5
126515001,000003843,PHILADELPHIA,PHILADELPHIA CITY SD,GIRLS HS,Biology,Historically Underperforming,11,261,11.1,68.6,18.8,1.5
126515001,000003843,PHILADELPHIA,PHILADELPHIA CITY SD,GIRLS HS,Literature,All Students,11,261,5.7,87.7,6.5,0.0
126515001,000003843,PHILADELPHIA,PHILADELPHIA CITY SD,GIRLS HS,Literature,Historically Underperforming,11,260,5.8,87.7,6.5,0.0
126515001,000007229,PHILADELPHIA,PHILADELPHIA CITY SD,HILL-FREEDMAN,Algebra I,All Students,11,77,5.2,67.5,22.1,5.2
126515001,000007229,PHILADELPHIA,PHILADELPHIA CITY SD,HILL-FREEDMAN,Algebra I,Historically Underperforming,11,76,5.3,68.4,21.1,5.3
126515001,000007229,PHILADELPHIA,PHILADELPHIA CITY SD,HILL-FREEDMAN,Biology,All Students,11,77,2.6,63.6,27.3,6.5
126515001,000007229,PHILADELPHIA,PHILADELPHIA CITY SD,HILL-FREEDMAN,Biology,Historically Underperforming,11,76,2.6,64.5,27.6,5.3
126515001,000007229,PHILADELPHIA,PHILADELPHIA CITY SD,HILL-FREEDMAN,Literature,All Students,11,76,10.5,73.7,10.5,5.3
126515001,000007229,PHILADELPHIA,PHILADELPHIA CITY SD,HILL-FREEDMAN,Literature,Historically Underperforming,11,75,10.7,74.7,10.7,4.0
126515001,000003847,PHILADELPHIA,PHILADELPHIA CITY SD,JOHN BARTRAM HS,Algebra I,All Students,11,75,0.0,4.0,45.3,50.7
126515001,000003847,PHILADELPHIA,PHILADELPHIA CITY SD,JOHN BARTRAM HS,Algebra I,Historically Underperforming,11,71,0.0,4.2,42.3,53.5
126515001,000003847,PHILADELPHIA,PHILADELPHIA CITY SD,JOHN BARTRAM HS,Biology,All Students,11,67,1.5,3.0,29.9,65.7
126515001,000003847,PHILADELPHIA,PHILADELPHIA CITY SD,JOHN BARTRAM HS,Biology,Historically Underperforming,11,63,1.6,0.0,30.2,68.3
126515001,000003847,PHILADELPHIA,PHILADELPHIA CITY SD,JOHN BARTRAM HS,Literature,All Students,11,68,0.0,14.7,36.8,48.5
126515001,000003847,PHILADELPHIA,PHILADELPHIA CITY SD,JOHN BARTRAM HS,Literature,Historically Underperforming,11,64,0.0,14.1,35.9,50.0
126515001,000007852,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CREATIVE & PERF ARTS,Algebra I,All Students,11,83,1.2,13.3,47.0,38.6
126515001,000007852,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CREATIVE & PERF ARTS,Algebra I,Historically Underperforming,11,82,1.2,12.2,47.6,39.0
126515001,000007852,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CREATIVE & PERF ARTS,Biology,All Students,11,71,0.0,4.2,21.1,74.6
126515001,000007852,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CREATIVE & PERF ARTS,Biology,Historically Underperforming,11,70,0.0,4.3,21.4,74.3
126515001,000007852,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CREATIVE & PERF ARTS,Literature,All Students,11,73,0.0,30.1,28.8,41.1
126515001,000007852,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CREATIVE & PERF ARTS,Literature,Historically Underperforming,11,72,0.0,30.6,27.8,41.7
126515001,000007855,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CULINARY ARTS,Algebra I,All Students,11,71,0.0,8.5,50.7,40.8
126515001,000007855,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CULINARY ARTS,Algebra I,Historically Underperforming,11,71,0.0,8.5,50.7,40.8
126515001,000007855,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CULINARY ARTS,Biology,All Students,11,71,0.0,15.5,32.4,52.1
126515001,000007855,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CULINARY ARTS,Biology,Historically Underperforming,11,71,0.0,15.5,32.4,52.1
126515001,000007855,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CULINARY ARTS,Literature,All Students,11,70,0.0,24.3,48.6,27.1
126515001,000007855,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON CULINARY ARTS,Literature,Historically Underperforming,11,70,0.0,24.3,48.6,27.1
126515001,000008388,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON HS,Algebra I,All Students,11,74,0.0,5.4,44.6,50.0
126515001,000008388,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON HS,Algebra I,Historically Underperforming,11,71,0.0,5.6,45.1,49.3
126515001,000008388,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON HS,Biology,All Students,11,72,0.0,8.3,26.4,65.3
126515001,000008388,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON HS,Biology,Historically Underperforming,11,69,0.0,8.7,26.1,65.2
126515001,000008388,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON HS,Literature,All Students,11,72,0.0,12.5,27.8,59.7
126515001,000008388,PHILADELPHIA,PHILADELPHIA CITY SD,KENSINGTON HS,Literature,Historically Underperforming,11,69,0.0,13.0,27.5,59.4
126515001,000006675,PHILADELPHIA,PHILADELPHIA CITY SD,KING MARTIN LUTHER HS,Algebra I,All Students,11,89,1.1,6.7,36.0,56.2
126515001,000006675,PHILADELPHIA,PHILADELPHIA CITY SD,KING MARTIN LUTHER HS,Algebra I,Historically Underperforming,11,88,1.1,6.8,36.4,55.7
126515001,000006675,PHILADELPHIA,PHILADELPHIA CITY SD,KING MARTIN LUTHER HS,Biology,All Students,11,72,0.0,4.2,22.2,73.6
126515001,000006675,PHILADELPHIA,PHILADELPHIA CITY SD,KING MARTIN LUTHER HS,Biology,Historically Underperforming,11,71,0.0,4.2,22.5,73.2
126515001,000006675,PHILADELPHIA,PHILADELPHIA CITY SD,KING MARTIN LUTHER HS,Literature,All Students,11,75,0.0,26.7,32.0,41.3
126515001,000006675,PHILADELPHIA,PHILADELPHIA CITY SD,KING MARTIN LUTHER HS,Literature,Historically Underperforming,11,74,0.0,27.0,31.1,41.9
126515001,000007811,PHILADELPHIA,PHILADELPHIA CITY SD,LANKENAU HS,Algebra I,All Students,11,75,1.3,36.0,54.7,8.0
126515001,000007811,PHILADELPHIA,PHILADELPHIA CITY SD,LANKENAU HS,Algebra I,Historically Underperforming,11,74,1.4,35.1,55.4,8.1
126515001,000007811,PHILADELPHIA,PHILADELPHIA CITY SD,LANKENAU HS,Biology,All Students,11,75,1.3,26.7,53.3,18.7
126515001,000007811,PHILADELPHIA,PHILADELPHIA CITY SD,LANKENAU HS,Biology,Historically Underperforming,11,74,1.4,25.7,54.1,18.9
126515001,000007811,PHILADELPHIA,PHILADELPHIA CITY SD,LANKENAU HS,Literature,All Students,11,75,0.0,49.3,48.0,2.7
126515001,000007811,PHILADELPHIA,PHILADELPHIA CITY SD,LANKENAU HS,Literature,Historically Underperforming,11,74,0.0,48.6,48.6,2.7
126515001,000003845,PHILADELPHIA,PHILADELPHIA CITY SD,LINCOLN ABRAHAM HS,Algebra I,All Students,11,230,2.6,10.4,43.5,43.5
126515001,000003845,PHILADELPHIA,PHILADELPHIA CITY SD,LINCOLN ABRAHAM HS,Algebra I,Historically Underperforming,11,229,2.6,10.5,43.7,43.2
126515001,000003845,PHILADELPHIA,PHILADELPHIA CITY SD,LINCOLN ABRAHAM HS,Biology,All Students,11,203,0.5,9.9,19.7,70.0
126515001,000003845,PHILADELPHIA,PHILADELPHIA CITY SD,LINCOLN ABRAHAM HS,Biology,Historically Underperforming,11,201,0.5,10.0,19.9,69.7
126515001,000003845,PHILADELPHIA,PHILADELPHIA CITY SD,LINCOLN ABRAHAM HS,Literature,All Students,11,206,0.0,22.3,36.4,41.3
126515001,000003845,PHILADELPHIA,PHILADELPHIA CITY SD,LINCOLN ABRAHAM HS,Literature,Historically Underperforming,11,206,0.0,22.3,36.4,41.3
126515001,000003842,PHILADELPHIA,PHILADELPHIA CITY SD,MASTBAUM JULES E AVTS,Algebra I,All Students,11,155,0.0,12.3,52.9,34.8
126515001,000003842,PHILADELPHIA,PHILADELPHIA CITY SD,MASTBAUM JULES E AVTS,Algebra I,Historically Underperforming,11,155,0.0,12.3,52.9,34.8
126515001,000003842,PHILADELPHIA,PHILADELPHIA CITY SD,MASTBAUM JULES E AVTS,Biology,All Students,11,145,0.0,4.1,20.0,75.9
126515001,000003842,PHILADELPHIA,PHILADELPHIA CITY SD,MASTBAUM JULES E AVTS,Biology,Historically Underperforming,11,145,0.0,4.1,20.0,75.9
126515001,000003842,PHILADELPHIA,PHILADELPHIA CITY SD,MASTBAUM JULES E AVTS,Literature,All Students,11,146,0.0,19.2,51.4,29.5
126515001,000003842,PHILADELPHIA,PHILADELPHIA CITY SD,MASTBAUM JULES E AVTS,Literature,Historically Underperforming,11,146,0.0,19.2,51.4,29.5
126515001,000003808,PHILADELPHIA,PHILADELPHIA CITY SD,MASTERMAN JULIA R SCH,Algebra I,All Students,11,110,85.5,13.6,0.9,0.0
126515001,000003808,PHILADELPHIA,PHILADELPHIA CITY SD,MASTERMAN JULIA R SCH,Algebra I,Historically Underperforming,11,110,85.5,13.6,0.9,0.0
126515001,000003808,PHILADELPHIA,PHILADELPHIA CITY SD,MASTERMAN JULIA R SCH,Biology,All Students,11,110,88.2,11.8,0.0,0.0
126515001,000003808,PHILADELPHIA,PHILADELPHIA CITY SD,MASTERMAN JULIA R SCH,Biology,Historically Underperforming,11,110,88.2,11.8,0.0,0.0
126515001,000003808,PHILADELPHIA,PHILADELPHIA CITY SD,MASTERMAN JULIA R SCH,Literature,All Students,11,110,46.4,53.6,0.0,0.0
126515001,000003808,PHILADELPHIA,PHILADELPHIA CITY SD,MASTERMAN JULIA R SCH,Literature,Historically Underperforming,11,110,46.4,53.6,0.0,0.0
126515001,000007815,PHILADELPHIA,PHILADELPHIA CITY SD,MOTIVATION HS,Algebra I,All Students,11,83,0.0,19.3,62.7,18.1
126515001,000007815,PHILADELPHIA,PHILADELPHIA CITY SD,MOTIVATION HS,Algebra I,Historically Underperforming,11,79,0.0,19.0,63.3,17.7
126515001,000007815,PHILADELPHIA,PHILADELPHIA CITY SD,MOTIVATION HS,Biology,All Students,11,80,1.3,17.5,38.8,42.5
126515001,000007815,PHILADELPHIA,PHILADELPHIA CITY SD,MOTIVATION HS,Biology,Historically Underperforming,11,76,0.0,18.4,40.8,40.8
126515001,000007815,PHILADELPHIA,PHILADELPHIA CITY SD,MOTIVATION HS,Literature,All Students,11,81,1.2,27.2,45.7,25.9
126515001,000007815,PHILADELPHIA,PHILADELPHIA CITY SD,MOTIVATION HS,Literature,Historically Underperforming,11,77,1.3,27.3,46.8,24.7
126515001,000003855,PHILADELPHIA,PHILADELPHIA CITY SD,NORTHEAST HS,Algebra I,All Students,11,661,11.6,29.8,33.4,25.1
126515001,000003855,PHILADELPHIA,PHILADELPHIA CITY SD,NORTHEAST HS,Algebra I,Historically Underperforming,11,654,11.6,30.0,33.5,24.9
126515001,000003855,PHILADELPHIA,PHILADELPHIA CITY SD,NORTHEAST HS,Biology,All Students,11,629,9.2,25.6,31.8,33.4
126515001,000003855,PHILADELPHIA,PHILADELPHIA CITY SD,NORTHEAST HS,Biology,Historically Underperforming,11,624,9.3,25.8,31.9,33.0
126515001,000003855,PHILADELPHIA,PHILADELPHIA CITY SD,NORTHEAST HS,Literature,All Students,11,622,2.3,47.1,27.8,22.8
126515001,000003855,PHILADELPHIA,PHILADELPHIA CITY SD,NORTHEAST HS,Literature,Historically Underperforming,11,615,2.3,47.0,27.8,22.9
126515001,000003857,PHILADELPHIA,PHILADELPHIA CITY SD,OVERBROOK HS,Algebra I,All Students,11,75,1.3,9.3,36.0,53.3
126515001,000003857,PHILADELPHIA,PHILADELPHIA CITY SD,OVERBROOK HS,Algebra I,Historically Underperforming,11,72,1.4,8.3,36.1,54.2
126515001,000003857,PHILADELPHIA,PHILADELPHIA CITY SD,OVERBROOK HS,Biology,All Students,11,63,3.2,6.3,33.3,57.1
126515001,000003857,PHILADELPHIA,PHILADELPHIA CITY SD,OVERBROOK HS,Biology,Historically Underperforming,11,60,3.3,5.0,35.0,56.7
126515001,000003857,PHILADELPHIA,PHILADELPHIA CITY SD,OVERBROOK HS,Literature,All Students,11,67,1.5,17.9,35.8,44.8
126515001,000003857,PHILADELPHIA,PHILADELPHIA CITY SD,OVERBROOK HS,Literature,Historically Underperforming,11,65,1.5,16.9,36.9,44.6
126515001,000006548,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY NORTHWEST,Algebra I,All Students,11,49,2.0,16.3,57.1,24.5
126515001,000006548,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY NORTHWEST,Algebra I,Historically Underperforming,11,49,2.0,16.3,57.1,24.5
126515001,000006548,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY NORTHWEST,Biology,All Students,11,46,0.0,10.9,39.1,50.0
126515001,000006548,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY NORTHWEST,Biology,Historically Underperforming,11,46,0.0,10.9,39.1,50.0
126515001,000006548,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY NORTHWEST,Literature,All Students,11,49,0.0,42.9,46.9,10.2
126515001,000006548,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY NORTHWEST,Literature,Historically Underperforming,11,49,0.0,42.9,46.9,10.2
126515001,000007808,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY WEST HS,Algebra I,All Students,11,53,3.8,34.0,58.5,3.8
126515001,000007808,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY WEST HS,Algebra I,Historically Underperforming,11,51,3.9,35.3,58.8,2.0
126515001,000007808,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY WEST HS,Biology,All Students,11,52,1.9,32.7,46.2,19.2
126515001,000007808,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY WEST HS,Biology,Historically Underperforming,11,51,2.0,33.3,45.1,19.6
126515001,000007808,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY WEST HS,Literature,All Students,11,52,0.0,57.7,36.5,5.8
126515001,000007808,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY WEST HS,Literature,Historically Underperforming,11,50,0.0,58.0,36.0,6.0
126515001,000007782,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY-CENTER CITY SCHOOL,Algebra I,All Students,11,120,23.3,55.8,18.3,2.5
126515001,000007782,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY-CENTER CITY SCHOOL,Algebra I,Historically Underperforming,11,117,23.9,56.4,17.1,2.6
126515001,000007782,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY-CENTER CITY SCHOOL,Biology,All Students,11,120,10.0,47.5,30.0,12.5
126515001,000007782,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY-CENTER CITY SCHOOL,Biology,Historically Underperforming,11,117,10.3,48.7,28.2,12.8
126515001,000007782,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY-CENTER CITY SCHOOL,Literature,All Students,11,120,2.5,89.2,7.5,0.8
126515001,000007782,PHILADELPHIA,PHILADELPHIA CITY SD,PARKWAY-CENTER CITY SCHOOL,Literature,Historically Underperforming,11,117,2.6,89.7,6.8,0.9
126515001,000007780,PHILADELPHIA,PHILADELPHIA CITY SD,PAUL ROBESON HS FOR HUMAN SERVIC,Algebra I,All Students,11,75,2.7,26.7,48.0,22.7
126515001,000007780,PHILADELPHIA,PHILADELPHIA CITY SD,PAUL ROBESON HS FOR HUMAN SERVIC,Algebra I,Historically Underperforming,11,73,2.7,26.0,47.9,23.3
126515001,000007780,PHILADELPHIA,PHILADELPHIA CITY SD,PAUL ROBESON HS FOR HUMAN SERVIC,Biology,All Students,11,75,2.7,21.3,46.7,29.3
126515001,000007780,PHILADELPHIA,PHILADELPHIA CITY SD,PAUL ROBESON HS FOR HUMAN SERVIC,Biology,Historically Underperforming,11,73,2.7,19.2,47.9,30.1
126515001,000007780,PHILADELPHIA,PHILADELPHIA CITY SD,PAUL ROBESON HS FOR HUMAN SERVIC,Literature,All Students,11,75,0.0,44.0,45.3,10.7
126515001,000007780,PHILADELPHIA,PHILADELPHIA CITY SD,PAUL ROBESON HS FOR HUMAN SERVIC,Literature,Historically Underperforming,11,73,0.0,42.5,46.6,11.0
126515001,000008293,PHILADELPHIA,PHILADELPHIA CITY SD,PENN TREATY MS,Algebra I,All Students,11,55,1.8,21.8,61.8,14.5
126515001,000008293,PHILADELPHIA,PHILADELPHIA CITY SD,PENN TREATY MS,Algebra I,Historically Underperforming,11,55,1.8,21.8,61.8,14.5
126515001,000008293,PHILADELPHIA,PHILADELPHIA CITY SD,PENN TREATY MS,Biology,All Students,11,53,5.7,18.9,28.3,47.2
126515001,000008293,PHILADELPHIA,PHILADELPHIA CITY SD,PENN TREATY MS,Biology,Historically Underperforming,11,53,5.7,18.9,28.3,47.2
126515001,000008293,PHILADELPHIA,PHILADELPHIA CITY SD,PENN TREATY MS,Literature,All Students,11,55,0.0,41.8,34.5,23.6
126515001,000008293,PHILADELPHIA,PHILADELPHIA CITY SD,PENN TREATY MS,Literature,Historically Underperforming,11,55,0.0,41.8,34.5,23.6
126515001,000007850,PHILADELPHIA,PHILADELPHIA CITY SD,PHILA MILITARY ACADEMY AT ELVERS,Algebra I,All Students,11,47,2.1,34.0,61.7,2.1
126515001,000007850,PHILADELPHIA,PHILADELPHIA CITY SD,PHILA MILITARY ACADEMY AT ELVERS,Algebra I,Historically Underperforming,11,46,2.2,34.8,63.0,0.0
126515001,000007850,PHILADELPHIA,PHILADELPHIA CITY SD,PHILA MILITARY ACADEMY AT ELVERS,Biology,All Students,11,47,6.4,36.2,40.4,17.0
126515001,000007850,PHILADELPHIA,PHILADELPHIA CITY SD,PHILA MILITARY ACADEMY AT ELVERS,Biology,Historically Underperforming,11,46,6.5,37.0,41.3,15.2
126515001,000007850,PHILADELPHIA,PHILADELPHIA CITY SD,PHILA MILITARY ACADEMY AT ELVERS,Literature,All Students,11,47,2.1,68.1,23.4,6.4
126515001,000007850,PHILADELPHIA,PHILADELPHIA CITY SD,PHILA MILITARY ACADEMY AT ELVERS,Literature,Historically Underperforming,11,46,2.2,69.6,21.7,6.5
126515001,000008386,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY -,Algebra I,All Students,11,12,0.0,0.0,41.7,58.3
126515001,000008386,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY -,Algebra I,Historically Underperforming,11,11,0.0,0.0,36.4,63.6
126515001,000008386,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY -,Biology,All Students,11,8,,,,
126515001,000008386,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY -,Biology,Historically Underperforming,11,7,,,,
126515001,000008386,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY -,Literature,All Students,11,11,0.0,0.0,18.2,81.8
126515001,000008386,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY -,Literature,Historically Underperforming,11,10,,,,
126515001,000008385,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY-NO,Algebra I,All Students,11,12,0.0,0.0,16.7,83.3
126515001,000008385,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY-NO,Algebra I,Historically Underperforming,11,12,0.0,0.0,16.7,83.3
126515001,000008385,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY-NO,Biology,All Students,11,9,,,,
126515001,000008385,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY-NO,Biology,Historically Underperforming,11,9,,,,
126515001,000008385,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY-NO,Literature,All Students,11,9,,,,
126515001,000008385,PHILADELPHIA,PHILADELPHIA CITY SD,PHILADELPHIA LEARNING ACADEMY-NO,Literature,Historically Underperforming,11,9,,,,
126515001,000007813,PHILADELPHIA,PHILADELPHIA CITY SD,RANDOLPH A PHILIP AVT HS,Algebra I,All Students,11,101,0.0,13.9,56.4,29.7
126515001,000007813,PHILADELPHIA,PHILADELPHIA CITY SD,RANDOLPH A PHILIP AVT HS,Algebra I,Historically Underperforming,11,101,0.0,13.9,56.4,29.7
126515001,000007813,PHILADELPHIA,PHILADELPHIA CITY SD,RANDOLPH A PHILIP AVT HS,Biology,All Students,11,80,0.0,5.0,22.5,72.5
126515001,000007813,PHILADELPHIA,PHILADELPHIA CITY SD,RANDOLPH A PHILIP AVT HS,Biology,Historically Underperforming,11,80,0.0,5.0,22.5,72.5
126515001,000007813,PHILADELPHIA,PHILADELPHIA CITY SD,RANDOLPH A PHILIP AVT HS,Literature,All Students,11,98,0.0,27.6,49.0,23.5
126515001,000007813,PHILADELPHIA,PHILADELPHIA CITY SD,RANDOLPH A PHILIP AVT HS,Literature,Historically Underperforming,11,98,0.0,27.6,49.0,23.5
126515001,000003844,PHILADELPHIA,PHILADELPHIA CITY SD,ROXBOROUGH HS,Algebra I,All Students,11,112,0.9,11.6,43.8,43.8
126515001,000003844,PHILADELPHIA,PHILADELPHIA CITY SD,ROXBOROUGH HS,Algebra I,Historically Underperforming,11,109,0.9,11.9,43.1,44.0
126515001,000003844,PHILADELPHIA,PHILADELPHIA CITY SD,ROXBOROUGH HS,Biology,All Students,11,110,0.0,5.5,30.9,63.6
126515001,000003844,PHILADELPHIA,PHILADELPHIA CITY SD,ROXBOROUGH HS,Biology,Historically Underperforming,11,107,0.0,5.6,31.8,62.6
126515001,000003844,PHILADELPHIA,PHILADELPHIA CITY SD,ROXBOROUGH HS,Literature,All Students,11,112,0.9,18.8,41.1,39.3
126515001,000003844,PHILADELPHIA,PHILADELPHIA CITY SD,ROXBOROUGH HS,Literature,Historically Underperforming,11,109,0.9,19.3,42.2,37.6
126515001,000003861,PHILADELPHIA,PHILADELPHIA CITY SD,SAUL W B AGRICULTURAL SCHOOL,Algebra I,All Students,11,122,1.6,24.6,63.1,10.7
126515001,000003861,PHILADELPHIA,PHILADELPHIA CITY SD,SAUL W B AGRICULTURAL SCHOOL,Algebra I,Historically Underperforming,11,122,1.6,24.6,63.1,10.7
126515001,000003861,PHILADELPHIA,PHILADELPHIA CITY SD,SAUL W B AGRICULTURAL SCHOOL,Biology,All Students,11,117,5.1,18.8,37.6,38.5
126515001,000003861,PHILADELPHIA,PHILADELPHIA CITY SD,SAUL W B AGRICULTURAL SCHOOL,Biology,Historically Underperforming,11,117,5.1,18.8,37.6,38.5
126515001,000003861,PHILADELPHIA,PHILADELPHIA CITY SD,SAUL W B AGRICULTURAL SCHOOL,Literature,All Students,11,119,0.8,41.2,37.0,21.0
126515001,000003861,PHILADELPHIA,PHILADELPHIA CITY SD,SAUL W B AGRICULTURAL SCHOOL,Literature,Historically Underperforming,11,119,0.8,41.2,37.0,21.0
126515001,000007245,PHILADELPHIA,PHILADELPHIA CITY SD,SAYRE WILLIAM L HS,Algebra I,All Students,11,53,0.0,1.9,30.2,67.9
126515001,000007245,PHILADELPHIA,PHILADELPHIA CITY SD,SAYRE WILLIAM L HS,Algebra I,Historically Underperforming,11,53,0.0,1.9,30.2,67.9
126515001,000007245,PHILADELPHIA,PHILADELPHIA CITY SD,SAYRE WILLIAM L HS,Biology,All Students,11,47,0.0,4.3,21.3,74.5
126515001,000007245,PHILADELPHIA,PHILADELPHIA CITY SD,SAYRE WILLIAM L HS,Biology,Historically Underperforming,11,47,0.0,4.3,21.3,74.5
126515001,000007245,PHILADELPHIA,PHILADELPHIA CITY SD,SAYRE WILLIAM L HS,Literature,All Students,11,50,0.0,14.0,44.0,42.0
126515001,000007245,PHILADELPHIA,PHILADELPHIA CITY SD,SAYRE WILLIAM L HS,Literature,Historically Underperforming,11,50,0.0,14.0,44.0,42.0
126515001,000007903,PHILADELPHIA,PHILADELPHIA CITY SD,SCHOOL OF THE FUTURE,Algebra I,All Students,11,93,0.0,10.8,57.0,32.3
126515001,000007903,PHILADELPHIA,PHILADELPHIA CITY SD,SCHOOL OF THE FUTURE,Algebra I,Historically Underperforming,11,93,0.0,10.8,57.0,32.3
126515001,000007903,PHILADELPHIA,PHILADELPHIA CITY SD,SCHOOL OF THE FUTURE,Biology,All Students,11,92,0.0,10.9,50.0,39.1
126515001,000007903,PHILADELPHIA,PHILADELPHIA CITY SD,SCHOOL OF THE FUTURE,Biology,Historically Underperforming,11,92,0.0,10.9,50.0,39.1
126515001,000007903,PHILADELPHIA,PHILADELPHIA CITY SD,SCHOOL OF THE FUTURE,Literature,All Students,11,82,0.0,28.0,39.0,32.9
126515001,000007903,PHILADELPHIA,PHILADELPHIA CITY SD,SCHOOL OF THE FUTURE,Literature,Historically Underperforming,11,82,0.0,28.0,39.0,32.9
126515001,000007906,PHILADELPHIA,PHILADELPHIA CITY SD,SCIENCE LEADERSHIP ACADEMY,Algebra I,All Students,11,115,33.9,47.8,16.5,1.7
