AUN,School Number,County,District Name,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
122091303,000001014,BUCKS,BRISTOL BOROUGH SD,BRISTOL JSHS,Algebra I,All Students,11,60,15.0,33.3,36.7,15.0
122091303,000001014,BUCKS,BRISTOL BOROUGH SD,BRISTOL JSHS,Algebra I,Historically Underperforming,11,44,6.8,34.1,38.6,20.5
122091303,000001014,BUCKS,BRISTOL BOROUGH SD,BRISTOL JSHS,Biology,All Students,11,61,13.1,23.0,42.6,21.3
122091303,000001014,BUCKS,BRISTOL BOROUGH SD,BRISTOL JSHS,Biology,Historically Underperforming,11,44,11.4,20.5,40.9,27.3
122091303,000001014,BUCKS,BRISTOL BOROUGH SD,BRISTOL JSHS,Literature,All Students,11,61,6.6,54.1,31.1,8.2
122091303,000001014,BUCKS,BRISTOL BOROUGH SD,BRISTOL JSHS,Literature,Historically Underperforming,11,44,2.3,47.7,38.6,11.4
122091352,000001029,BUCKS,BRISTOL TOWNSHIP SD,TRUMAN SHS,Algebra I,All Students,11,322,9.6,39.4,39.1,11.8
122091352,000001029,BUCKS,BRISTOL TOWNSHIP SD,TRUMAN SHS,Algebra I,Historically Underperforming,11,214,7.5,36.0,42.1,14.5
122091352,000001029,BUCKS,BRISTOL TOWNSHIP SD,TRUMAN SHS,Biology,All Students,11,295,10.5,27.8,39.3,22.4
122091352,000001029,BUCKS,BRISTOL TOWNSHIP SD,TRUMAN SHS,Biology,Historically Underperforming,11,193,7.8,25.4,39.9,26.9
122091352,000001029,BUCKS,BRISTOL TOWNSHIP SD,TRUMAN SHS,Literature,All Students,11,325,3.1,60.9,26.2,9.8
122091352,000001029,BUCKS,BRISTOL TOWNSHIP SD,TRUMAN SHS,Literature,Historically Underperforming,11,215,0.5,57.2,28.8,13.5
122091457,000001030,BUCKS,BUCKS COUNTY TECHNICAL HS,BUCKS COUNTY TECHNICAL HS,Algebra I,All Students,11,238,12.2,50.4,36.1,1.3
122091457,000001030,BUCKS,BUCKS COUNTY TECHNICAL HS,BUCKS COUNTY TECHNICAL HS,Algebra I,Historically Underperforming,11,98,8.2,54.1,36.7,1.0
122091457,000001030,BUCKS,BUCKS COUNTY TECHNICAL HS,BUCKS COUNTY TECHNICAL HS,Biology,All Students,11,239,11.7,37.7,42.7,7.9
122091457,000001030,BUCKS,BUCKS COUNTY TECHNICAL HS,BUCKS COUNTY TECHNICAL HS,Biology,Historically Underperforming,11,99,7.1,41.4,41.4,10.1
122091457,000001030,BUCKS,BUCKS COUNTY TECHNICAL HS,BUCKS COUNTY TECHNICAL HS,Literature,All Students,11,240,0.4,72.9,24.6,2.1
122091457,000001030,BUCKS,BUCKS COUNTY TECHNICAL HS,BUCKS COUNTY TECHNICAL HS,Literature,Historically Underperforming,11,100,1.0,70.0,27.0,2.0
122092002,000007274,BUCKS,CENTENNIAL SD,LOG COLLEGE MS,Algebra I,All Students,11,1,,,,
122092002,000007274,BUCKS,CENTENNIAL SD,LOG COLLEGE MS,Algebra I,Historically Underperforming,11,1,,,,
122092002,000007274,BUCKS,CENTENNIAL SD,LOG COLLEGE MS,Biology,All Students,11,1,,,,
122092002,000007274,BUCKS,CENTENNIAL SD,LOG COLLEGE MS,Biology,Historically Underperforming,11,1,,,,
122092002,000007274,BUCKS,CENTENNIAL SD,LOG COLLEGE MS,Literature,All Students,11,1,,,,
122092002,000007274,BUCKS,CENTENNIAL SD,LOG COLLEGE MS,Literature,Historically Underperforming,11,1,,,,
122092002,000001040,BUCKS,CENTENNIAL SD,WILLIAM TENNENT HS,Algebra I,All Students,11,429,17.2,49.2,26.3,7.2
122092002,000001040,BUCKS,CENTENNIAL SD,WILLIAM TENNENT HS,Algebra I,Historically Underperforming,11,174,9.2,33.9,39.7,17.2
122092002,000001040,BUCKS,CENTENNIAL SD,WILLIAM TENNENT HS,Biology,All Students,11,430,24.2,49.5,17.9,8.4
122092002,000001040,BUCKS,CENTENNIAL SD,WILLIAM TENNENT HS,Biology,Historically Underperforming,11,175,11.4,40.0,29.1,19.4
122092002,000001040,BUCKS,CENTENNIAL SD,WILLIAM TENNENT HS,Literature,All Students,11,426,6.6,70.4,16.4,6.6
122092002,000001040,BUCKS,CENTENNIAL SD,WILLIAM TENNENT HS,Literature,Historically Underperforming,11,173,2.9,54.9,26.6,15.6
122092102,000005133,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-EAST,Algebra I,All Students,11,490,65.1,27.8,6.1,1.0
122092102,000005133,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-EAST,Algebra I,Historically Underperforming,11,71,28.2,39.4,25.4,7.0
122092102,000005133,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-EAST,Biology,All Students,11,491,58.9,31.0,9.0,1.2
122092102,000005133,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-EAST,Biology,Historically Underperforming,11,72,20.8,40.3,31.9,6.9
122092102,000005133,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-EAST,Literature,All Students,11,490,20.2,71.8,6.5,1.4
122092102,000005133,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-EAST,Literature,Historically Underperforming,11,71,4.2,56.3,32.4,7.0
122092102,000007790,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-SOUTH,Algebra I,All Students,11,584,47.1,38.0,11.6,3.3
122092102,000007790,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-SOUTH,Algebra I,Historically Underperforming,11,128,20.3,35.9,31.3,12.5
122092102,000007790,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-SOUTH,Biology,All Students,11,585,41.7,37.8,16.2,4.3
122092102,000007790,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-SOUTH,Biology,Historically Underperforming,11,129,20.2,31.8,31.8,16.3
122092102,000007790,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-SOUTH,Literature,All Students,11,580,19.5,66.9,10.3,3.3
122092102,000007790,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-SOUTH,Literature,Historically Underperforming,11,125,7.2,55.2,23.2,14.4
122092102,000001043,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-WEST,Algebra I,All Students,11,474,59.5,24.7,9.9,5.9
122092102,000001043,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-WEST,Algebra I,Historically Underperforming,11,102,26.5,20.6,26.5,26.5
122092102,000001043,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-WEST,Biology,All Students,11,471,40.8,34.2,18.5,6.6
122092102,000001043,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-WEST,Biology,Historically Underperforming,11,101,13.9,23.8,35.6,26.7
122092102,000001043,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-WEST,Literature,All Students,11,475,19.4,65.9,9.5,5.3
122092102,000001043,BUCKS,CENTRAL BUCKS SD,CENTRAL BUCKS HS-WEST,Literature,Historically Underperforming,11,103,4.9,47.6,24.3,23.3
122092353,000005096,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK NORTH SHS,Algebra I,All Students,11,425,44.7,39.8,11.1,4.5
122092353,000005096,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK NORTH SHS,Algebra I,Historically Underperforming,11,78,15.4,30.8,30.8,23.1
122092353,000005096,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK NORTH SHS,Biology,All Students,11,421,38.5,44.9,11.9,4.8
122092353,000005096,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK NORTH SHS,Biology,Historically Underperforming,11,78,12.8,29.5,37.2,20.5
122092353,000005096,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK NORTH SHS,Literature,All Students,11,426,18.5,64.6,12.0,4.9
122092353,000005096,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK NORTH SHS,Literature,Historically Underperforming,11,80,5.0,43.8,31.3,20.0
122092353,000007749,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK SOUTH SHS,Algebra I,All Students,11,486,34.0,48.1,14.0,3.9
122092353,000007749,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK SOUTH SHS,Algebra I,Historically Underperforming,11,119,13.4,37.0,36.1,13.4
122092353,000007749,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK SOUTH SHS,Biology,All Students,11,483,36.6,44.5,13.5,5.4
122092353,000007749,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK SOUTH SHS,Biology,Historically Underperforming,11,119,20.2,35.3,25.2,19.3
122092353,000007749,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK SOUTH SHS,Literature,All Students,11,484,11.4,65.7,17.6,5.4
122092353,000007749,BUCKS,COUNCIL ROCK SD,COUNCIL ROCK SOUTH SHS,Literature,Historically Underperforming,11,119,7.6,36.1,37.8,18.5
122090001,000007726,BUCKS,CTR STUDENT LEARNING CS - PENNSB,CTR STUDENT LEARNING CS - PENNSB,Algebra I,All Students,11,24,0.0,37.5,45.8,16.7
122090001,000007726,BUCKS,CTR STUDENT LEARNING CS - PENNSB,CTR STUDENT LEARNING CS - PENNSB,Algebra I,Historically Underperforming,11,23,0.0,39.1,43.5,17.4
122090001,000007726,BUCKS,CTR STUDENT LEARNING CS - PENNSB,CTR STUDENT LEARNING CS - PENNSB,Biology,All Students,11,25,0.0,32.0,48.0,20.0
122090001,000007726,BUCKS,CTR STUDENT LEARNING CS - PENNSB,CTR STUDENT LEARNING CS - PENNSB,Biology,Historically Underperforming,11,24,0.0,33.3,45.8,20.8
122090001,000007726,BUCKS,CTR STUDENT LEARNING CS - PENNSB,CTR STUDENT LEARNING CS - PENNSB,Literature,All Students,11,26,0.0,38.5,50.0,11.5
122090001,000007726,BUCKS,CTR STUDENT LEARNING CS - PENNSB,CTR STUDENT LEARNING CS - PENNSB,Literature,Historically Underperforming,11,25,0.0,36.0,52.0,12.0
122097007,000005175,BUCKS,MIDDLE BUCKS INSTITUTE OF TECH,MIDDLE BUCKS INSTITUTE OF TECH,Algebra I,All Students,11,3,,,,
122097007,000005175,BUCKS,MIDDLE BUCKS INSTITUTE OF TECH,MIDDLE BUCKS INSTITUTE OF TECH,Algebra I,Historically Underperforming,11,3,,,,
122097007,000005175,BUCKS,MIDDLE BUCKS INSTITUTE OF TECH,MIDDLE BUCKS INSTITUTE OF TECH,Biology,All Students,11,2,,,,
122097007,000005175,BUCKS,MIDDLE BUCKS INSTITUTE OF TECH,MIDDLE BUCKS INSTITUTE OF TECH,Biology,Historically Underperforming,11,2,,,,
122097007,000005175,BUCKS,MIDDLE BUCKS INSTITUTE OF TECH,MIDDLE BUCKS INSTITUTE OF TECH,Literature,All Students,11,2,,,,
122097007,000005175,BUCKS,MIDDLE BUCKS INSTITUTE OF TECH,MIDDLE BUCKS INSTITUTE OF TECH,Literature,Historically Underperforming,11,2,,,,
122097203,000008381,BUCKS,MORRISVILLE BOROUGH SD,MORRISVILLE HS,Algebra I,All Students,11,53,9.4,41.5,39.6,9.4
122097203,000008381,BUCKS,MORRISVILLE BOROUGH SD,MORRISVILLE HS,Algebra I,Historically Underperforming,11,34,5.9,26.5,52.9,14.7
122097203,000008381,BUCKS,MORRISVILLE BOROUGH SD,MORRISVILLE HS,Biology,All Students,11,52,13.5,34.6,36.5,15.4
122097203,000008381,BUCKS,MORRISVILLE BOROUGH SD,MORRISVILLE HS,Biology,Historically Underperforming,11,33,6.1,27.3,42.4,24.2
122097203,000008381,BUCKS,MORRISVILLE BOROUGH SD,MORRISVILLE HS,Literature,All Students,11,54,3.7,57.4,29.6,9.3
122097203,000008381,BUCKS,MORRISVILLE BOROUGH SD,MORRISVILLE HS,Literature,Historically Underperforming,11,35,0.0,45.7,40.0,14.3
122097502,000006455,BUCKS,NESHAMINY SD,NESHAMINY HS,Algebra I,All Students,11,611,35.2,44.0,16.7,4.1
122097502,000006455,BUCKS,NESHAMINY SD,NESHAMINY HS,Algebra I,Historically Underperforming,11,103,10.7,23.3,42.7,23.3
122097502,000006455,BUCKS,NESHAMINY SD,NESHAMINY HS,Biology,All Students,11,613,36.9,36.9,18.9,7.3
122097502,000006455,BUCKS,NESHAMINY SD,NESHAMINY HS,Biology,Historically Underperforming,11,105,7.6,24.8,38.1,29.5
122097502,000006455,BUCKS,NESHAMINY SD,NESHAMINY HS,Literature,All Students,11,614,12.1,66.9,16.3,4.7
122097502,000006455,BUCKS,NESHAMINY SD,NESHAMINY HS,Literature,Historically Underperforming,11,106,0.9,33.0,47.2,18.9
122097502,000001077,BUCKS,NESHAMINY SD,POQUESSING MS,Algebra I,All Students,11,1,,,,
122097502,000001077,BUCKS,NESHAMINY SD,POQUESSING MS,Algebra I,Historically Underperforming,11,1,,,,
122097502,000001077,BUCKS,NESHAMINY SD,POQUESSING MS,Biology,All Students,11,1,,,,
122097502,000001077,BUCKS,NESHAMINY SD,POQUESSING MS,Biology,Historically Underperforming,11,1,,,,
122097502,000001077,BUCKS,NESHAMINY SD,POQUESSING MS,Literature,All Students,11,1,,,,
122097502,000001077,BUCKS,NESHAMINY SD,POQUESSING MS,Literature,Historically Underperforming,11,1,,,,
122097604,000001084,BUCKS,NEW HOPE-SOLEBURY SD,NEW HOPE-SOLEBURY HS,Algebra I,All Students,11,134,52.2,32.8,9.7,5.2
122097604,000001084,BUCKS,NEW HOPE-SOLEBURY SD,NEW HOPE-SOLEBURY HS,Algebra I,Historically Underperforming,11,26,15.4,23.1,34.6,26.9
122097604,000001084,BUCKS,NEW HOPE-SOLEBURY SD,NEW HOPE-SOLEBURY HS,Biology,All Students,11,133,65.4,24.8,6.0,3.8
122097604,000001084,BUCKS,NEW HOPE-SOLEBURY SD,NEW HOPE-SOLEBURY HS,Biology,Historically Underperforming,11,24,25.0,37.5,20.8,16.7
122097604,000001084,BUCKS,NEW HOPE-SOLEBURY SD,NEW HOPE-SOLEBURY HS,Literature,All Students,11,133,12.8,78.2,6.8,2.3
122097604,000001084,BUCKS,NEW HOPE-SOLEBURY SD,NEW HOPE-SOLEBURY HS,Literature,Historically Underperforming,11,24,4.2,58.3,29.2,8.3
122098003,000001094,BUCKS,PALISADES SD,PALISADES HS,Algebra I,All Students,11,153,35.3,47.7,16.3,0.7
122098003,000001094,BUCKS,PALISADES SD,PALISADES HS,Algebra I,Historically Underperforming,11,23,17.4,43.5,39.1,0.0
122098003,000001094,BUCKS,PALISADES SD,PALISADES HS,Biology,All Students,11,153,54.2,37.3,7.2,1.3
122098003,000001094,BUCKS,PALISADES SD,PALISADES HS,Biology,Historically Underperforming,11,23,17.4,60.9,21.7,0.0
122098003,000001094,BUCKS,PALISADES SD,PALISADES HS,Literature,All Students,11,153,18.3,71.2,8.5,2.0
122098003,000001094,BUCKS,PALISADES SD,PALISADES HS,Literature,Historically Underperforming,11,23,13.0,65.2,17.4,4.3
122098103,000001100,BUCKS,PENNRIDGE SD,PENNRIDGE HS,Algebra I,All Students,11,581,20.1,57.8,18.4,3.6
122098103,000001100,BUCKS,PENNRIDGE SD,PENNRIDGE HS,Algebra I,Historically Underperforming,11,160,8.8,40.0,39.4,11.9
122098103,000001100,BUCKS,PENNRIDGE SD,PENNRIDGE HS,Biology,All Students,11,586,40.4,35.8,18.4,5.3
122098103,000001100,BUCKS,PENNRIDGE SD,PENNRIDGE HS,Biology,Historically Underperforming,11,164,18.3,29.3,36.6,15.9
122098103,000001100,BUCKS,PENNRIDGE SD,PENNRIDGE HS,Literature,All Students,11,576,9.0,72.4,13.4,5.2
122098103,000001100,BUCKS,PENNRIDGE SD,PENNRIDGE HS,Literature,Historically Underperforming,11,161,3.1,51.6,31.7,13.7
122098202,000004682,BUCKS,PENNSBURY SD,PENNSBURY SHS,Algebra I,All Students,11,735,31.0,45.3,19.5,4.2
122098202,000004682,BUCKS,PENNSBURY SD,PENNSBURY SHS,Algebra I,Historically Underperforming,11,269,12.6,36.1,40.9,10.4
122098202,000004682,BUCKS,PENNSBURY SD,PENNSBURY SHS,Biology,All Students,11,740,39.7,37.8,16.1,6.4
122098202,000004682,BUCKS,PENNSBURY SD,PENNSBURY SHS,Biology,Historically Underperforming,11,275,20.4,36.4,29.1,14.2
122098202,000004682,BUCKS,PENNSBURY SD,PENNSBURY SHS,Literature,All Students,11,740,18.5,66.1,12.4,3.0
122098202,000004682,BUCKS,PENNSBURY SD,PENNSBURY SHS,Literature,Historically Underperforming,11,274,5.8,57.7,28.8,7.7
122098403,000001128,BUCKS,QUAKERTOWN COMMUNITY SD,QUAKERTOWN COMM,Algebra I,All Students,11,381,44.1,41.7,11.8,2.4
122098403,000001128,BUCKS,QUAKERTOWN COMMUNITY SD,QUAKERTOWN COMM,Algebra I,Historically Underperforming,11,127,28.3,37.0,27.6,7.1
122098403,000001128,BUCKS,QUAKERTOWN COMMUNITY SD,QUAKERTOWN COMM,Biology,All Students,11,380,38.7,45.5,13.7,2.1
122098403,000001128,BUCKS,QUAKERTOWN COMMUNITY SD,QUAKERTOWN COMM,Biology,Historically Underperforming,11,127,22.8,45.7,25.2,6.3
122098403,000001128,BUCKS,QUAKERTOWN COMMUNITY SD,QUAKERTOWN COMM,Literature,All Students,11,381,19.2,68.8,9.7,2.4
122098403,000001128,BUCKS,QUAKERTOWN COMMUNITY SD,QUAKERTOWN COMM,Literature,Historically Underperforming,11,127,11.8,63.0,18.1,7.1
122093140,000007568,BUCKS,SCHOOL LANE CS,SCHOOL LANE CS,Algebra I,All Students,11,56,10.7,42.9,39.3,7.1
122093140,000007568,BUCKS,SCHOOL LANE CS,SCHOOL LANE CS,Algebra I,Historically Underperforming,11,45,4.4,42.2,46.7,6.7
122093140,000007568,BUCKS,SCHOOL LANE CS,SCHOOL LANE CS,Biology,All Students,11,57,14.0,36.8,33.3,15.8
122093140,000007568,BUCKS,SCHOOL LANE CS,SCHOOL LANE CS,Biology,Historically Underperforming,11,46,8.7,34.8,39.1,17.4
122093140,000007568,BUCKS,SCHOOL LANE CS,SCHOOL LANE CS,Literature,All Students,11,57,5.3,56.1,33.3,5.3
122093140,000007568,BUCKS,SCHOOL LANE CS,SCHOOL LANE CS,Literature,Historically Underperforming,11,46,4.3,52.2,39.1,4.3
122099007,000004699,BUCKS,UPPER BUCKS CO AVTS,UPPER BUCKS CO AVTS,Algebra I,All Students,11,11,0.0,18.2,63.6,18.2
122099007,000004699,BUCKS,UPPER BUCKS CO AVTS,UPPER BUCKS CO AVTS,Algebra I,Historically Underperforming,11,5,,,,
122099007,000004699,BUCKS,UPPER BUCKS CO AVTS,UPPER BUCKS CO AVTS,Biology,All Students,11,9,,,,
122099007,000004699,BUCKS,UPPER BUCKS CO AVTS,UPPER BUCKS CO AVTS,Biology,Historically Underperforming,11,6,,,,
122099007,000004699,BUCKS,UPPER BUCKS CO AVTS,UPPER BUCKS CO AVTS,Literature,All Students,11,9,,,,
122099007,000004699,BUCKS,UPPER BUCKS CO AVTS,UPPER BUCKS CO AVTS,Literature,Historically Underperforming,11,5,,,,
104101252,000008344,BUTLER,BUTLER AREA SD,BUTLER AREA SHS,Algebra I,All Students,11,502,27.3,51.6,17.7,3.4
104101252,000008344,BUTLER,BUTLER AREA SD,BUTLER AREA SHS,Algebra I,Historically Underperforming,11,190,13.2,46.3,32.1,8.4
104101252,000008344,BUTLER,BUTLER AREA SD,BUTLER AREA SHS,Biology,All Students,11,500,23.8,53.2,15.8,7.2
104101252,000008344,BUTLER,BUTLER AREA SD,BUTLER AREA SHS,Biology,Historically Underperforming,11,188,11.2,46.8,28.2,13.8
104101252,000008344,BUTLER,BUTLER AREA SD,BUTLER AREA SHS,Literature,All Students,11,505,9.3,71.5,15.8,3.4
104101252,000008344,BUTLER,BUTLER AREA SD,BUTLER AREA SHS,Literature,Historically Underperforming,11,191,4.2,60.2,27.2,8.4
104101307,000006999,BUTLER,BUTLER CO AVTS,BUTLER CO AVTS,Algebra I,All Students,11,4,,,,
104101307,000006999,BUTLER,BUTLER CO AVTS,BUTLER CO AVTS,Algebra I,Historically Underperforming,11,2,,,,
104101307,000006999,BUTLER,BUTLER CO AVTS,BUTLER CO AVTS,Biology,All Students,11,4,,,,
104101307,000006999,BUTLER,BUTLER CO AVTS,BUTLER CO AVTS,Biology,Historically Underperforming,11,2,,,,
104101307,000006999,BUTLER,BUTLER CO AVTS,BUTLER CO AVTS,Literature,All Students,11,3,,,,
104101307,000006999,BUTLER,BUTLER CO AVTS,BUTLER CO AVTS,Literature,Historically Underperforming,11,2,,,,
104103603,000001154,BUTLER,KARNS CITY AREA SD,KARNS CITY HS,Algebra I,All Students,11,122,17.2,68.0,11.5,3.3
104103603,000001154,BUTLER,KARNS CITY AREA SD,KARNS CITY HS,Algebra I,Historically Underperforming,11,59,15.3,57.6,20.3,6.8
104103603,000001154,BUTLER,KARNS CITY AREA SD,KARNS CITY HS,Biology,All Students,11,122,17.2,59.8,19.7,3.3
104103603,000001154,BUTLER,KARNS CITY AREA SD,KARNS CITY HS,Biology,Historically Underperforming,11,58,6.9,53.4,32.8,6.9
104103603,000001154,BUTLER,KARNS CITY AREA SD,KARNS CITY HS,Literature,All Students,11,123,4.1,72.4,20.3,3.3
104103603,000001154,BUTLER,KARNS CITY AREA SD,KARNS CITY HS,Literature,Historically Underperforming,11,59,3.4,57.6,32.2,6.8
104105003,000001159,BUTLER,MARS AREA SD,MARS AREA SHS,Algebra I,All Students,11,229,43.7,45.4,10.0,0.9
104105003,000001159,BUTLER,MARS AREA SD,MARS AREA SHS,Algebra I,Historically Underperforming,11,24,20.8,41.7,29.2,8.3
104105003,000001159,BUTLER,MARS AREA SD,MARS AREA SHS,Biology,All Students,11,232,50.9,38.8,6.9,3.4
104105003,000001159,BUTLER,MARS AREA SD,MARS AREA SHS,Biology,Historically Underperforming,11,24,29.2,25.0,20.8,25.0
104105003,000001159,BUTLER,MARS AREA SD,MARS AREA SHS,Literature,All Students,11,230,14.8,79.1,4.8,1.3
104105003,000001159,BUTLER,MARS AREA SD,MARS AREA SHS,Literature,Historically Underperforming,11,24,8.3,58.3,20.8,12.5
104105353,000001164,BUTLER,MONITEAU SD,MONITEAU JSHS,Algebra I,All Students,11,96,13.5,57.3,26.0,3.1
104105353,000001164,BUTLER,MONITEAU SD,MONITEAU JSHS,Algebra I,Historically Underperforming,11,48,2.1,54.2,37.5,6.3
104105353,000001164,BUTLER,MONITEAU SD,MONITEAU JSHS,Biology,All Students,11,96,11.5,63.5,19.8,5.2
104105353,000001164,BUTLER,MONITEAU SD,MONITEAU JSHS,Biology,Historically Underperforming,11,48,4.2,56.3,31.3,8.3
104105353,000001164,BUTLER,MONITEAU SD,MONITEAU JSHS,Literature,All Students,11,92,4.3,71.7,18.5,5.4
104105353,000001164,BUTLER,MONITEAU SD,MONITEAU JSHS,Literature,Historically Underperforming,11,46,2.2,63.0,26.1,8.7
104107903,000008318,BUTLER,SENECA VALLEY SD,SENECA VALLEY HS,Algebra I,All Students,11,568,30.5,51.6,15.7,2.3
104107903,000008318,BUTLER,SENECA VALLEY SD,SENECA VALLEY HS,Algebra I,Historically Underperforming,11,145,10.3,46.9,37.9,4.8
104107903,000008318,BUTLER,SENECA VALLEY SD,SENECA VALLEY HS,Biology,All Students,11,568,36.4,53.9,8.1,1.6
104107903,000008318,BUTLER,SENECA VALLEY SD,SENECA VALLEY HS,Biology,Historically Underperforming,11,144,16.7,62.5,16.7,4.2
104107903,000008318,BUTLER,SENECA VALLEY SD,SENECA VALLEY HS,Literature,All Students,11,567,11.8,72.7,13.1,2.5
104107903,000008318,BUTLER,SENECA VALLEY SD,SENECA VALLEY HS,Literature,Historically Underperforming,11,145,4.1,65.5,24.1,6.2
104107503,000001172,BUTLER,SLIPPERY ROCK AREA SD,SLIPPERY ROCK AREA H,Algebra I,All Students,11,160,28.1,46.9,21.3,3.8
104107503,000001172,BUTLER,SLIPPERY ROCK AREA SD,SLIPPERY ROCK AREA H,Algebra I,Historically Underperforming,11,51,13.7,41.2,33.3,11.8
104107503,000001172,BUTLER,SLIPPERY ROCK AREA SD,SLIPPERY ROCK AREA H,Biology,All Students,11,160,26.3,54.4,13.8,5.6
104107503,000001172,BUTLER,SLIPPERY ROCK AREA SD,SLIPPERY ROCK AREA H,Biology,Historically Underperforming,11,51,15.7,47.1,23.5,13.7
104107503,000001172,BUTLER,SLIPPERY ROCK AREA SD,SLIPPERY ROCK AREA H,Literature,All Students,11,159,4.4,76.1,14.5,5.0
104107503,000001172,BUTLER,SLIPPERY ROCK AREA SD,SLIPPERY ROCK AREA H,Literature,Historically Underperforming,11,50,0.0,72.0,14.0,14.0
104107803,000001177,BUTLER,SOUTH BUTLER COUNTY SD,KNOCH HS,Algebra I,All Students,11,176,18.2,55.7,22.2,4.0
104107803,000001177,BUTLER,SOUTH BUTLER COUNTY SD,KNOCH HS,Algebra I,Historically Underperforming,11,56,10.7,48.2,30.4,10.7
104107803,000001177,BUTLER,SOUTH BUTLER COUNTY SD,KNOCH HS,Biology,All Students,11,177,45.2,35.0,13.6,6.2
104107803,000001177,BUTLER,SOUTH BUTLER COUNTY SD,KNOCH HS,Biology,Historically Underperforming,11,56,37.5,37.5,16.1,8.9
104107803,000001177,BUTLER,SOUTH BUTLER COUNTY SD,KNOCH HS,Literature,All Students,11,179,10.1,70.4,17.3,2.2
104107803,000001177,BUTLER,SOUTH BUTLER COUNTY SD,KNOCH HS,Literature,Historically Underperforming,11,58,12.1,56.9,24.1,6.9
108110307,000006661,CAMBRIA,ADMIRAL PEARY AVTS,ADMIRAL PEARY AVTS,Algebra I,All Students,11,3,,,,
108110307,000006661,CAMBRIA,ADMIRAL PEARY AVTS,ADMIRAL PEARY AVTS,Algebra I,Historically Underperforming,11,3,,,,
108110307,000006661,CAMBRIA,ADMIRAL PEARY AVTS,ADMIRAL PEARY AVTS,Biology,All Students,11,2,,,,
108110307,000006661,CAMBRIA,ADMIRAL PEARY AVTS,ADMIRAL PEARY AVTS,Biology,Historically Underperforming,11,2,,,,
108110307,000006661,CAMBRIA,ADMIRAL PEARY AVTS,ADMIRAL PEARY AVTS,Literature,All Students,11,3,,,,
108110307,000006661,CAMBRIA,ADMIRAL PEARY AVTS,ADMIRAL PEARY AVTS,Literature,Historically Underperforming,11,3,,,,
108110603,000005135,CAMBRIA,BLACKLICK VALLEY SD,BLACKLICK VALLEY JSH,Algebra I,All Students,11,40,10.0,45.0,27.5,17.5
108110603,000005135,CAMBRIA,BLACKLICK VALLEY SD,BLACKLICK VALLEY JSH,Algebra I,Historically Underperforming,11,20,5.0,25.0,40.0,30.0
108110603,000005135,CAMBRIA,BLACKLICK VALLEY SD,BLACKLICK VALLEY JSH,Biology,All Students,11,41,12.2,48.8,22.0,17.1
108110603,000005135,CAMBRIA,BLACKLICK VALLEY SD,BLACKLICK VALLEY JSH,Biology,Historically Underperforming,11,21,4.8,38.1,23.8,33.3
108110603,000005135,CAMBRIA,BLACKLICK VALLEY SD,BLACKLICK VALLEY JSH,Literature,All Students,11,41,0.0,58.5,26.8,14.6
108110603,000005135,CAMBRIA,BLACKLICK VALLEY SD,BLACKLICK VALLEY JSH,Literature,Historically Underperforming,11,21,0.0,28.6,42.9,28.6
108111203,000005212,CAMBRIA,CAMBRIA HEIGHTS SD,CAMBRIA HEIGHTS SHS,Algebra I,All Students,11,116,13.8,62.1,22.4,1.7
108111203,000005212,CAMBRIA,CAMBRIA HEIGHTS SD,CAMBRIA HEIGHTS SHS,Algebra I,Historically Underperforming,11,33,15.2,48.5,33.3,3.0
108111203,000005212,CAMBRIA,CAMBRIA HEIGHTS SD,CAMBRIA HEIGHTS SHS,Biology,All Students,11,116,23.3,56.9,17.2,2.6
